 2024-08-27 14:35:55,355 - Key.backspace
 2024-08-27 14:35:55,384 - Key.backspace
 2024-08-27 14:35:55,414 - Key.backspace
 2024-08-27 14:35:55,444 - Key.backspace
 2024-08-27 14:36:08,584 - Key.shift
 2024-08-27 14:36:08,598 - Key.cmd
 2024-08-27 14:36:08,761 - 'S'
 2024-08-27 14:36:41,507 - 'f'
 2024-08-27 14:36:41,510 - 'g'
 2024-08-27 14:36:41,846 - 'd'
 2024-08-27 14:36:41,964 - 'g'
 2024-08-27 14:36:42,192 - 'f'
 2024-08-27 14:36:43,506 - 'g'
 2024-08-27 14:36:43,512 - 'f'
 2024-08-27 14:36:44,445 - Key.backspace
 2024-08-27 14:36:44,936 - Key.backspace
 2024-08-27 14:36:44,965 - Key.backspace
 2024-08-27 14:36:44,994 - Key.backspace
 2024-08-27 14:36:45,024 - Key.backspace
 2024-08-27 14:36:45,054 - Key.backspace
 2024-08-27 14:36:45,084 - Key.backspace
 2024-08-27 14:36:45,114 - Key.backspace
 2024-08-27 14:36:45,144 - Key.backspace
 2024-08-27 14:36:45,173 - Key.backspace
 2024-08-27 14:36:45,202 - Key.backspace
 2024-08-27 14:36:45,232 - Key.backspace
 2024-08-27 14:36:45,261 - Key.backspace
 2024-08-27 14:36:45,291 - Key.backspace
 2024-08-27 14:36:45,322 - Key.backspace
 2024-08-27 14:36:45,351 - Key.backspace
 2024-08-27 14:36:45,381 - Key.backspace
 2024-08-27 14:36:45,410 - Key.backspace
 2024-08-27 14:36:45,439 - Key.backspace
 2024-08-27 14:36:45,469 - Key.backspace
 2024-08-27 14:36:45,499 - Key.backspace
 2024-08-27 14:36:45,529 - Key.backspace
 2024-08-27 14:36:50,584 - Key.ctrl_l
 2024-08-27 14:36:51,073 - Key.ctrl_l
 2024-08-27 14:36:51,103 - Key.ctrl_l
 2024-08-27 14:36:51,133 - Key.ctrl_l
 2024-08-27 14:36:51,162 - Key.ctrl_l
 2024-08-27 14:36:51,192 - Key.ctrl_l
 2024-08-27 14:36:51,222 - Key.ctrl_l
 2024-08-27 14:36:51,251 - Key.ctrl_l
 2024-08-27 14:36:51,281 - Key.ctrl_l
 2024-08-27 14:36:51,310 - Key.ctrl_l
 2024-08-27 14:36:51,341 - Key.ctrl_l
 2024-08-27 14:36:51,370 - Key.ctrl_l
 2024-08-27 14:36:51,400 - Key.ctrl_l
 2024-08-27 14:36:51,429 - Key.ctrl_l
 2024-08-27 14:36:51,459 - Key.ctrl_l
 2024-08-27 14:36:51,488 - Key.ctrl_l
 2024-08-27 14:36:51,518 - Key.ctrl_l
 2024-08-27 14:36:51,547 - Key.ctrl_l
 2024-08-27 14:36:51,578 - Key.ctrl_l
 2024-08-27 14:36:51,607 - Key.ctrl_l
 2024-08-27 14:36:51,636 - Key.ctrl_l
 2024-08-27 14:36:51,667 - Key.ctrl_l
 2024-08-27 14:36:51,697 - Key.ctrl_l
 2024-08-27 14:36:51,727 - Key.ctrl_l
 2024-08-27 14:36:51,757 - Key.ctrl_l
 2024-08-27 14:36:51,786 - Key.ctrl_l
 2024-08-27 14:36:51,815 - Key.ctrl_l
 2024-08-27 14:36:51,845 - Key.ctrl_l
 2024-08-27 14:36:51,875 - Key.ctrl_l
 2024-08-27 14:36:51,905 - Key.ctrl_l
 2024-08-27 14:36:51,935 - Key.ctrl_l
 2024-08-27 14:36:51,964 - Key.ctrl_l
 2024-08-27 14:36:51,993 - Key.ctrl_l
 2024-08-27 14:36:52,023 - Key.ctrl_l
 2024-08-27 14:36:52,053 - Key.ctrl_l
 2024-08-27 14:36:52,083 - Key.ctrl_l
 2024-08-27 14:36:52,112 - Key.ctrl_l
 2024-08-27 14:36:52,142 - Key.ctrl_l
 2024-08-27 14:36:52,172 - Key.ctrl_l
 2024-08-27 14:36:52,201 - Key.ctrl_l
 2024-08-27 14:36:52,230 - Key.ctrl_l
 2024-08-27 14:36:52,261 - Key.ctrl_l
 2024-08-27 14:36:52,290 - Key.ctrl_l
 2024-08-27 14:36:52,319 - Key.ctrl_l
 2024-08-27 14:36:52,349 - Key.ctrl_l
 2024-08-27 14:36:52,378 - Key.ctrl_l
 2024-08-27 14:36:52,408 - Key.ctrl_l
 2024-08-27 14:36:52,438 - Key.ctrl_l
 2024-08-27 14:36:52,468 - Key.ctrl_l
 2024-08-27 14:36:52,498 - Key.ctrl_l
 2024-08-27 14:36:52,527 - Key.ctrl_l
 2024-08-27 14:36:52,557 - Key.ctrl_l
 2024-08-27 14:36:52,586 - Key.ctrl_l
 2024-08-27 14:36:52,616 - Key.ctrl_l
 2024-08-27 14:36:52,646 - Key.ctrl_l
 2024-08-27 14:36:52,676 - Key.ctrl_l
 2024-08-27 14:36:52,705 - Key.ctrl_l
 2024-08-27 14:36:52,735 - Key.ctrl_l
 2024-08-27 14:36:52,765 - Key.ctrl_l
 2024-08-27 14:36:52,794 - Key.ctrl_l
 2024-08-27 14:36:52,824 - Key.ctrl_l
 2024-08-27 14:36:52,853 - Key.ctrl_l
 2024-08-27 14:36:52,883 - Key.ctrl_l
 2024-08-27 14:36:52,903 - '\x03'
 2024-08-27 14:36:54,552 - '\x03'
 2024-08-27 14:37:15,200 - 'i'
 2024-08-27 14:37:15,409 - Key.space
 2024-08-27 14:37:15,754 - 'r'
 2024-08-27 14:37:15,859 - 'u'
 2024-08-27 14:37:16,061 - 'n'
 2024-08-27 14:37:16,758 - Key.space
 2024-08-27 14:37:17,381 - 'i'
 2024-08-27 14:37:17,514 - 't'
 2024-08-27 14:37:17,886 - Key.space
 2024-08-27 14:37:18,231 - 'a'
 2024-08-27 14:37:18,427 - 'n'
 2024-08-27 14:37:18,576 - 'd'
 2024-08-27 14:37:18,721 - Key.space
 2024-08-27 14:37:18,938 - 'i'
 2024-08-27 14:37:19,085 - 't'
 2024-08-27 14:37:19,151 - Key.space
 2024-08-27 14:37:19,408 - 'w'
 2024-08-27 14:37:19,603 - 'a'
 2024-08-27 14:37:19,792 - 's'
 2024-08-27 14:37:19,894 - Key.space
 2024-08-27 14:37:20,066 - 's'
 2024-08-27 14:37:20,268 - 'u'
 2024-08-27 14:37:20,461 - 'c'
 2024-08-27 14:37:20,660 - 'c'
 2024-08-27 14:37:20,918 - 'e'
 2024-08-27 14:37:21,082 - 's'
 2024-08-27 14:37:21,339 - 's'
 2024-08-27 14:37:21,709 - 'f'
 2024-08-27 14:37:21,873 - 'u'
 2024-08-27 14:37:22,017 - 'l'
 2024-08-27 14:37:22,414 - ','
 2024-08-27 14:37:22,592 - Key.space
 2024-08-27 14:37:23,147 - 'w'
 2024-08-27 14:37:23,240 - 'h'
 2024-08-27 14:37:23,448 - 'y'
 2024-08-27 14:37:23,621 - Key.space
 2024-08-27 14:37:23,900 - 'n'
 2024-08-27 14:37:24,068 - 'o'
 2024-08-27 14:37:24,234 - 'w'
 2024-08-27 14:37:24,431 - Key.space
 2024-08-27 14:37:24,748 - Key.backspace
 2024-08-27 14:37:25,049 - Key.backspace
 2024-08-27 14:37:25,371 - Key.backspace
 2024-08-27 14:37:25,516 - Key.backspace
 2024-08-27 14:37:25,652 - Key.backspace
 2024-08-27 14:37:25,794 - Key.backspace
 2024-08-27 14:37:25,950 - Key.backspace
 2024-08-27 14:37:26,098 - Key.backspace
 2024-08-27 14:37:26,413 - 'c'
 2024-08-27 14:37:27,075 - Key.backspace
 2024-08-27 14:37:27,332 - 'h'
 2024-08-27 14:37:27,454 - 'o'
 2024-08-27 14:37:27,561 - 'w'
 2024-08-27 14:37:27,898 - 't'
 2024-08-27 14:37:28,226 - Key.backspace
 2024-08-27 14:37:28,361 - Key.space
 2024-08-27 14:37:28,535 - 't'
 2024-08-27 14:37:28,616 - 'o'
 2024-08-27 14:37:28,801 - Key.space
 2024-08-27 14:37:29,398 - 's'
 2024-08-27 14:37:30,300 - 't'
 2024-08-27 14:37:30,595 - 'o'
 2024-08-27 14:37:30,884 - 'p'
 2024-08-27 14:37:31,154 - 'i'
 2024-08-27 14:37:31,367 - 't'
 2024-08-27 14:37:31,721 - Key.enter
